congress,name,birth,position,party,state,death
73,"MURDOCK, Orrice Abram, Jr. (Abe)",1893,Representative,Democrat,UT,1979
73,"MURPHY, Richard Louis",1875,Senator,Democrat,IA,1936
73,"MURRAY, James Edward",1876,Senator,Democrat,MT,1961
73,"MUSSELWHITE, Harry Webster",1868,Representative,Democrat,MI,1955
73,"NEELY, Matthew Mansfield",1874,Senator,Democrat,WV,1958
73,"NESBIT, Walter",1878,Representative,Democrat,IL,1938
73,"NORBECK, Peter",1870,Senator,Republican,SD,1936
73,"NORRIS, George William",1861,Senator,Republican,NE,1944
73,"NORTON, Mary Teresa",1875,Representative,Democrat,NJ,1959
73,"NYE, Gerald Prentice",1892,Senator,Republican,ND,1971
73,"O'BRIEN, Thomas Joseph",1878,Representative,Democrat,IL,1964
73,"O'CONNELL, John Matthew",1872,Representative,Democrat,RI,1941
73,"O'CONNOR, John Joseph",1885,Representative,Democrat,NY,1960
73,"O'LOUGHLIN McCARTHY, Kathryn Ellen",1894,Representative,Democrat,KS,1952
73,"O'MAHONEY, Joseph Christopher",1884,Senator,Democrat,WY,1962
73,"O'MALLEY, Thomas David Patrick",1903,Representative,Democrat,WI,1979
73,"OLIVER, Frank",1883,Representative,Democrat,NY,1968
73,"OLIVER, William Bacon",1867,Representative,Democrat,AL,1948
73,"OSIAS, Camilo",1889,Resident Commissioner,Nationalist,PI,1976
73,"OVERTON, John Holmes",1875,Senator,Democrat,LA,1948
73,"OWEN, Emmett Marshall",1877,Representative,Democrat,GA,1939
73,"PALMISANO, Vincent Luke",1882,Representative,Democrat,MD,1953
73,"PARKER, Homer Cling",1885,Representative,Democrat,GA,1946
73,"PARKER, James Southworth",1867,Representative,Republican,NY,1933
73,"PARKS, Tilman Bacon",1872,Representative,Democrat,AR,1950
73,"PARSONS, Claude VanCleve",1895,Representative,Democrat,IL,1941
73,"PATMAN, John William Wright",1893,Representative,Democrat,TX,1976
73,"PATTERSON, Roscoe Conkling",1876,Senator,Republican,MO,1954
73,"PEAVEY, Hubert Haskell",1881,Representative,Republican,WI,1937
73,"PERKINS, Randolph",1871,Representative,Republican,NJ,1936
73,"PETERSON, James Hardin",1894,Representative,Democrat,FL,1978
73,"PETTENGILL, Samuel Barrett",1886,Representative,Democrat,IN,1974
73,"PEYSER, Theodore Albert",1873,Representative,Democrat,NY,1937
73,"PIERCE, Walter Marcus",1861,Representative,Democrat,OR,1954
73,"PITTMAN, Key",1872,Senator,Democrat,NV,1940
73,"PLUMLEY, Charles Albert",1875,Representative,Republican,VT,1964
73,"POLK, James Gould",1896,Representative,Democrat,OH,1959
73,"POPE, James Pinckney",1884,Senator,Democrat,ID,1966
73,"POU, Edward William",1863,Representative,Democrat,NC,1934
73,"POWERS, David Lane",1896,Representative,Republican,NJ,1968
73,"PRALL, Anning Smith",1870,Representative,Democrat,NY,1937
73,"RAGON, Heartsill",1885,Representative,Democrat,AR,1940
73,"RAINEY, Henry Thomas",1860,Representative,Democrat,IL,1934
73,"RAMSAY, Robert Lincoln",1877,Representative,Democrat,WV,1956
73,"RAMSPECK, Robert C. Word",1890,Representative,Democrat,GA,1972
73,"RANDOLPH, Jennings",1902,Representative,Democrat,WV,1998
73,"RANKIN, John Elliott",1882,Representative,Democrat,MS,1960
73,"RANSLEY, Harry Clay",1863,Representative,Republican,PA,1941
73,"RAYBURN, Samuel Taliaferro",1882,Representative,Democrat,TX,1961
73,"REECE, Brazilla Carroll",1889,Representative,Republican,TN,1961
73,"REED, Daniel Alden",1875,Representative,Republican,NY,1959
73,"REED, David Aiken",1880,Senator,Republican,PA,1953
73,"REID, Frank R.",1879,Representative,Republican,IL,1945
73,"REILLY, Michael Kieran",1869,Representative,Democrat,WI,1944
73,"REYNOLDS, Robert Rice",1884,Senator,Democrat,NC,1963
73,"RICH, Robert Fleming",1883,Representative,Republican,PA,1968
73,"RICHARDS, James Prioleau",1894,Representative,Democrat,SC,1979
73,"RICHARDSON, William Emanuel",1886,Representative,Democrat,PA,1948
73,"ROBERTSON, Absalom Willis",1887,Representative,Democrat,VA,1971
73,"ROBINSON, Arthur Raymond",1881,Senator,Republican,IN,1961
73,"ROBINSON, James William",1878,Representative,Democrat,UT,1964
73,"ROBINSON, Joseph Taylor",1872,Senator,Democrat,AR,1937
73,"ROGERS, Edith Nourse",1881,Representative,Republican,MA,1960
73,"ROGERS, Will",1898,Representative,Democrat,OK,1983
73,"ROGERS, William Nathaniel",1892,Representative,Democrat,NH,1945
73,"ROMJUE, Milton Andrew",1874,Representative,Democrat,MO,1968
73,"RUDD, Stephen Andrew",1874,Representative,Democrat,NY,1936
73,"RUFFIN, James Edward",1893,Representative,Democrat,MO,1977
73,"RUSSELL, Richard Brevard, Jr.",1897,Senator,Democrat,GA,1971
73,"SABATH, Adolph Joachim",1866,Representative,Democrat,IL,1952
73,"SADOWSKI, George Gregory",1903,Representative,Democrat,MI,1961
73,"SANDERS, Jared Young, Jr.",1892,Representative,Democrat,LA,1960
73,"SANDERS, Morgan Gurley",1878,Representative,Democrat,TX,1956
73,"SANDLIN, John Nicholas",1872,Representative,Democrat,LA,1957
73,"SCHAEFER, Edwin Martin",1887,Representative,Democrat,IL,1950
73,"SCHALL, Thomas David",1878,Senator,Republican,MN,1935
73,"SCHUETZ, Leonard William",1887,Representative,Democrat,IL,1944
73,"SCHULTE, William Theodore",1890,Representative,Democrat,IN,1966
73,"SCRUGHAM, James Graves",1880,Representative,Democrat,NV,1945
73,"SEARS, William Joseph",1874,Representative,Democrat,FL,1944
73,"SECREST, Robert Thompson",1904,Representative,Democrat,OH,1994
73,"SEGER, George Nicholas",1866,Representative,Republican,NJ,1940
73,"SHALLENBERGER, Ashton Cokayne",1862,Representative,Democrat,NE,1938
73,"SHANNON, Joseph Bernard",1867,Representative,Democrat,MO,1943
73,"SHEPPARD, Morris",1875,Senator,Democrat,TX,1941
73,"SHIPSTEAD, Henrik",1881,Senator,Farmer Laborite,MN,1960
73,"SHOEMAKER, Francis Henry",1889,Representative,Farmer Laborite,MN,1958
73,"SIMPSON, James, Jr.",1905,Representative,Republican,IL,1960
73,"SINCLAIR, James Herbert",1871,Representative,Republican,ND,1943
73,"SIROVICH, William Irving",1882,Representative,Democrat,NY,1939
73,"SISSON, Frederick James",1879,Representative,Democrat,NY,1949
73,"SMITH, Ellison DuRant",1864,Senator,Democrat,SC,1944
73,"SMITH, Howard Worth",1883,Representative,Democrat,VA,1976
73,"SMITH, Joseph Luther",1880,Representative,Democrat,WV,1962
73,"SMITH, Martin Fernard",1891,Representative,Democrat,WA,1954
73,"SNELL, Bertrand Hollis",1870,Representative,Republican,NY,1958
73,"SNYDER, John Buell",1877,Representative,Democrat,PA,1946
73,"SOMERS, Andrew Lawrence",1895,Representative,Democrat,NY,1949
73,"SPENCE, Brent",1874,Representative,Democrat,KY,1967
73,"STALKER, Gale Hamilton",1889,Representative,Republican,NY,1985
73,"STEAGALL, Henry Bascom",1873,Representative,Democrat,AL,1943
73,"STEIWER, Frederick",1883,Senator,Republican,OR,1939
73,"STEPHENS, Hubert Durrett",1875,Senator,Democrat,MS,1946
73,"STOKES, Edward Lowber",1880,Representative,Republican,PA,1964
73,"STRONG, Nathan Leroy",1859,Representative,Republican,PA,1939
73,"STRONG, Sterling Price",1862,Representative,Democrat,TX,1936
73,"STUBBS, Henry Elbert",1881,Representative,Democrat,CA,1937
73,"STUDLEY, Elmer Ebenezer",1869,Representative,Democrat,NY,1942
73,"SULLIVAN, Christopher Daniel",1870,Representative,Democrat,NY,1942
73,"SUMNERS, Hatton William",1875,Representative,Democrat,TX,1962
73,"SUTPHIN, William Halstead",1887,Representative,Democrat,NJ,1972
73,"SWANK, Fletcher B.",1875,Representative,Democrat,OK,1950
73,"SWEENEY, Martin Leonard",1885,Representative,Democrat,OH,1960
73,"SWICK, Jesse Howard",1879,Representative,Republican,PA,1952
73,"TABER, John",1880,Representative,Republican,NY,1965
73,"TARVER, Malcolm Connor",1885,Representative,Democrat,GA,1960
73,"TAYLOR, Edward Thomas",1858,Representative,Democrat,CO,1941
73,"TAYLOR, James Willis",1880,Representative,Republican,TN,1939
73,"TAYLOR, John Clarence",1890,Representative,Democrat,SC,1983
73,"TERRELL, George Butler",1862,Representative,Democrat,TX,1947
73,"TERRY, David Dickson",1881,Representative,Democrat,AR,1963
73,"THOM, William Richard",1885,Representative,Democrat,OH,1960
73,"THOMAS, Elbert Duncan",1883,Senator,Democrat,UT,1953
73,"THOMAS, John William Elmer",1876,Senator,Democrat,OK,1965
73,"THOMAS, William David",1880,Representative,Republican,NY,1936
73,"THOMASON, Robert Ewing",1879,Representative,Democrat,TX,1973
73,"THOMPSON, Chester Charles",1893,Representative,Democrat,IL,1971
73,"THOMPSON, Clark Wallace",1896,Representative,Democrat,TX,1981
73,"THOMPSON, William Henry",1853,Senator,Democrat,NE,1937
73,"THURSTON, Lloyd",1880,Representative,Republican,IA,1970
73,"TINKHAM, George Holden",1870,Representative,Republican,MA,1956
73,"TOBEY, Charles William",1880,Representative,Republican,NH,1953
73,"TOWNSEND, John Gillis, Jr.",1871,Senator,Republican,DE,1964
73,"TRAEGER, William Isham",1880,Representative,Republican,CA,1935
73,"TRAMMELL, Park",1876,Senator,Democrat,FL,1936
73,"TREADWAY, Allen Towner",1867,Representative,Republican,MA,1947
73,"TRUAX, Charles Vilas",1887,Representative,Democrat,OH,1935
73,"TURNER, Clarence Wyly",1866,Representative,Democrat,TN,1939
73,"TURPIN, Charles Murray",1878,Representative,Republican,PA,1946
73,"TYDINGS, Millard Evelyn",1890,Senator,Democrat,MD,1961
73,"UMSTEAD, William Bradley",1895,Representative,Democrat,NC,1954
73,"UNDERWOOD, Mell Gilbert",1892,Representative,Democrat,OH,1972
73,"UTTERBACK, John Gregg",1872,Representative,Democrat,ME,1955
73,"VAN NUYS, Frederick",1874,Senator,Democrat,IN,1944
73,"VANDENBERG, Arthur Hendrick",1884,Senator,Republican,MI,1951
73,"VINSON, Carl",1883,Representative,Democrat,GA,1981
73,"VINSON, Frederick Moore",1890,Representative,Democrat,KY,1953
73,"WADSWORTH, James Wolcott, Jr.",1877,Representative,Republican,NY,1952
73,"WAGNER, Robert Ferdinand",1877,Senator,Democrat,NY,1953
73,"WALCOTT, Frederic Collin",1869,Senator,Republican,CT,1949
73,"WALDRON, Alfred Marpole",1865,Representative,Republican,PA,1952
73,"WALLGREN, Monrad Charles",1891,Representative,Democrat,WA,1961
73,"WALSH, David Ignatius",1872,Senator,Democrat,MA,1947
73,"WALTER, Francis Eugene",1894,Representative,Democrat,PA,1963
73,"WARREN, Lindsay Carter",1889,Representative,Democrat,NC,1976
73,"WATSON, Henry Winfield",1856,Representative,Republican,PA,1933
73,"WEARIN, Otha Donner",1903,Representative,Democrat,IA,1990
73,"WEAVER, Zebulon",1872,Representative,Democrat,NC,1948
73,"WEIDEMAN, Carl May",1898,Representative,Democrat,MI,1972
73,"WELCH, Richard Joseph",1869,Representative,Republican,CA,1949
73,"WERNER, Theodore B.",1892,Representative,Democrat,SD,1989
73,"WEST, Charles Franklin",1895,Representative,Democrat,OH,1955
73,"WEST, Milton Horace",1888,Representative,Democrat,TX,1948
73,"WHEELER, Burton Kendall",1882,Senator,Democrat,MT,1975
73,"WHITE, Compton Ignatius",1877,Representative,Democrat,ID,1956
73,"WHITE, Wallace Humphrey, Jr.",1877,Senator,Republican,ME,1952
73,"WHITLEY, James Lucius",1872,Representative,Republican,NY,1959
73,"WHITTINGTON, William Madison",1878,Representative,Democrat,MS,1962
73,"WIGGLESWORTH, Richard Bowditch",1891,Representative,Republican,MA,1960
73,"WILCOX, James Mark",1890,Representative,Democrat,FL,1956
73,"WILLFORD, Albert Clinton",1877,Representative,Democrat,IA,1937
73,"WILLIAMS, Clyde",1873,Representative,Democrat,MO,1954
73,"WILSON, Riley Joseph",1871,Representative,Democrat,LA,1946
73,"WITHROW, Gardner Robert",1892,Representative,Progressive,WI,1964
73,"WOLCOTT, Jesse Paine",1893,Representative,Republican,MI,1969
73,"WOLFENDEN, James",1889,Representative,Republican,PA,1949
73,"WOLVERTON, Charles Anderson",1880,Representative,Republican,NJ,1969
73,"WOOD, John Stephens",1885,Representative,Democrat,GA,1968
73,"WOOD, Reuben Terrell",1884,Representative,Democrat,MO,1955
73,"WOODRUFF, Roy Orchard",1876,Representative,Republican,MI,1953
73,"WOODRUM, Clifton Alexander",1887,Representative,Democrat,VA,1950
73,"YOUNG, Stephen Marvin",1889,Representative,Democrat,OH,1984
73,"ZIONCHECK, Marion Anthony",1901,Representative,Democrat,WA,1936
74,"ADAIR, Jackson Leroy",1887,Representative,Democrat,IL,1956
74,"ADAMS, Alva Blanchard",1875,Senator,Democrat,CO,1941
74,"ALLEN, Leo Elwood",1898,Representative,Republican,IL,1973
74,"AMLIE, Thomas Ryum",1897,Representative,Progressive,WI,1973
74,"ANDRESEN, August Herman",1890,Representative,Republican,MN,1958
74,"ANDREW, Abram Piatt, Jr.",1873,Representative,Republican,MA,1936
74,"ANDREWS, Charles Oscar",1877,Senator,Democrat,FL,1946
74,"ANDREWS, Walter Gresham",1889,Representative,Republican,NY,1949
74,"ARENDS, Leslie Cornelius",1895,Representative,Republican,IL,1985
74,"ARNOLD, William Wright",1877,Representative,Democrat,IL,1957
74,"ASHBROOK, William Albert",1867,Representative,Democrat,OH,1940
74,"ASHURST, Henry Fountain",1874,Senator,Democrat,AZ,1962
74,"AUSTIN, Warren Robinson",1877,Senator,Republican,VT,1962
74,"AYERS, Roy Elmer",1882,Representative,Democrat,MT,1955
74,"BACHARACH, Isaac",1870,Representative,Republican,NJ,1956
74,"BACHMAN, Nathan Lynn",1878,Senator,Democrat,TN,1937
74,"BACON, Robert Low",1884,Representative,Republican,NY,1938
74,"BAILEY, Josiah William",1873,Senator,Democrat,NC,1946
74,"BANKHEAD, John Hollis II",1872,Senator,Democrat,AL,1946
74,"BANKHEAD, William Brockman",1874,Representative,Democrat,AL,1940
74,"BARBOUR, William Warren",1888,Senator,Republican,NJ,1943
74,"BARDEN, Graham Arthur",1896,Representative,Democrat,NC,1967
74,"BARKLEY, Alben William",1877,Senator,Democrat,KY,1956
74,"BARRY, William Bernard",1902,Representative,Democrat,NY,1946
74,"BEAM, Harry Peter",1892,Representative,Democrat,IL,1967
74,"BEITER, Alfred Florian",1894,Representative,Democrat,NY,1974
74,"BELL, Charles Jasper",1885,Representative,Democrat,MO,1978
74,"BENSON, Elmer Austin",1895,Senator,Farmer Laborite,MN,1985
74,"BERLIN, William Markle",1880,Representative,Democrat,PA,1962
74,"BIERMANN, Frederick Elliott",1884,Representative,Democrat,IA,1968
74,"BILBO, Theodore Gilmore",1877,Senator,Democrat,MS,1947
74,"BINDERUP, Charles Gustav",1873,Representative,Democrat,NE,1950
74,"BLACK, Hugo Lafayette",1886,Senator,Democrat,AL,1971
74,"BLACKNEY, William Wallace",1876,Representative,Republican,MI,1963
74,"BLAND, Schuyler Otis",1872,Representative,Democrat,VA,1950
74,"BLANTON, Thomas Lindsay",1872,Representative,Democrat,TX,1957
74,"BLOOM, Sol",1870,Representative,Democrat,NY,1949
74,"BOEHNE, John William, Jr.",1895,Representative,Democrat,IN,1973
74,"BOILEAU, Gerald John",1900,Representative,Progressive,WI,1981
74,"BOLAND, Patrick Joseph",1880,Representative,Democrat,PA,1942
74,"BOLTON, Chester Castle",1882,Representative,Republican,OH,1939
74,"BONE, Homer Truett",1883,Senator,Democrat,WA,1970
74,"BORAH, William Edgar",1865,Senator,Republican,ID,1940
74,"BOYKIN, Frank William",1885,Representative,Democrat,AL,1969
74,"BOYLAN, John Joseph",1878,Representative,Democrat,NY,1938
74,"BRENNAN, Martin Adlai",1879,Representative,Democrat,IL,1941
74,"BREWSTER, Ralph Owen",1888,Representative,Republican,ME,1961
74,"BROOKS, Joshua Twing",1884,Representative,Democrat,PA,1956
74,"BROWN, Fred Herbert",1879,Senator,Democrat,NH,1955
74,"BROWN, Paul",1880,Representative,Democrat,GA,1961
74,"BROWN, Prentiss Marsh",1889,Representative,Democrat,MI,1973
74,"BRUNNER, William Frank",1887,Representative,Democrat,NY,1965
74,"BUCHANAN, James Paul",1867,Representative,Democrat,TX,1937
74,"BUCK, Frank Henry",1887,Representative,Democrat,CA,1942
74,"BUCKBEE, John Theodore",1871,Representative,Republican,IL,1936
74,"BUCKLER, Richard Thompson",1865,Representative,Farmer Laborite,MN,1950
74,"BUCKLEY, Charles Anthony",1890,Representative,Democrat,NY,1967
74,"BULKLEY, Robert Johns",1880,Senator,Democrat,OH,1965
74,"BULOW, William John",1869,Senator,Democrat,SD,1960
74,"BULWINKLE, Alfred Lee",1883,Representative,Democrat,NC,1950
74,"BURCH, Thomas Granville",1869,Representative,Democrat,VA,1951
74,"BURDICK, Usher Lloyd",1879,Representative,Republican,ND,1960
74,"BURKE, Edward Raymond",1880,Senator,Democrat,NE,1968
74,"BURNHAM, George",1868,Representative,Republican,CA,1939
74,"BYRD, Harry Flood",1887,Senator,Democrat,VA,1966
74,"BYRNES, James Francis",1882,Senator,Democrat,SC,1972
74,"BYRNS, Joseph Wellington",1869,Representative,Democrat,TN,1936
74,"CALDWELL, Millard Fillmore",1897,Representative,Democrat,FL,1984
74,"CANNON, Clarence Andrew",1879,Representative,Democrat,MO,1964
74,"CANNON, Raymond Joseph",1894,Representative,Democrat,WI,1951
74,"CAPPER, Arthur",1865,Senator,Republican,KS,1951
74,"CARAWAY, Hattie Wyatt",1878,Senator,Democrat,AR,1950
74,"CARDEN, Cap Robert",1866,Representative,Democrat,KY,1935
74,"CAREY, Robert Davis",1878,Senator,Republican,WY,1937
74,"CARLSON, Frank",1893,Representative,Republican,KS,1987
74,"CARMICHAEL, Archibald Hill",1864,Representative,Democrat,AL,1947
74,"CARPENTER, William Randolph",1894,Representative,Democrat,KS,1956
74,"CARTER, Albert Edward",1881,Representative,Republican,CA,1964
74,"CARTWRIGHT, Wilburn",1892,Representative,Democrat,OK,1979
74,"CARY, Glover H.",1885,Representative,Democrat,KY,1936
74,"CASEY, Joseph Edward",1898,Representative,Democrat,MA,1980
74,"CASTELLOW, Bryant Thomas",1876,Representative,Democrat,GA,1962
74,"CAVICCHIA, Peter Angelo",1879,Representative,Republican,NJ,1967
74,"CELLER, Emanuel",1888,Representative,Democrat,NY,1981
74,"CHANDLER, Walter (Clift)",1887,Representative,Democrat,TN,1967
74,"CHAPMAN, Virgil Munday",1895,Representative,Democrat,KY,1951
74,"CHAVEZ, Dennis",1888,Senator,Democrat,NM,1962
74,"CHRISTIANSON, Theodore",1883,Representative,Republican,MN,1948
74,"CHURCH, Ralph Edwin",1883,Representative,Republican,IL,1950
74,"CITRON, William Michael",1896,Representative,Democrat,CT,1976
74,"CLAIBORNE, James Robert",1882,Representative,Democrat,MO,1944
74,"CLARK, David Worth",1902,Representative,Democrat,ID,1955
74,"CLARK, Jerome Bayard",1882,Representative,Democrat,NC,1959
74,"CLARK, Joel Bennett",1890,Senator,Democrat,MO,1954
74,"COCHRAN, John Joseph",1880,Representative,Democrat,MO,1947
74,"COFFEE, Harry Buffington",1890,Representative,Democrat,NE,1972
74,"COLDEN, Charles J.",1870,Representative,Democrat,CA,1938
74,"COLE, William Purington, Jr.",1889,Representative,Democrat,MD,1957
74,"COLE, William Sterling",1904,Representative,Republican,NY,1987
74,"COLLINS, Samuel LaFort",1895,Representative,Republican,CA,1965
74,"COLMER, William Meyers",1890,Representative,Democrat,MS,1980
74,"CONDON, Francis Bernard",1891,Representative,Democrat,RI,1965
74,"CONNALLY, Thomas Terry (Tom)",1877,Senator,Democrat,TX,1963
74,"CONNERY, William Patrick, Jr.",1888,Representative,Democrat,MA,1937
74,"COOLEY, Harold Dunbar",1897,Representative,Democrat,NC,1974
74,"COOLIDGE, Marcus Allen",1865,Senator,Democrat,MA,1947
74,"COOPER, Jere",1893,Representative,Democrat,TN,1957
74,"COOPER, John Gordon",1872,Representative,Republican,OH,1955
74,"COPELAND, Royal Samuel",1868,Senator,Democrat,NY,1938
74,"CORNING, Parker",1874,Representative,Democrat,NY,1943
74,"COSTELLO, John Martin",1903,Representative,Democrat,CA,1976
74,"COSTIGAN, Edward Prentiss",1874,Senator,Democrat,CO,1939
74,"COUZENS, James",1872,Senator,Republican,MI,1936
74,"COX, Edward Eugene",1880,Representative,Democrat,GA,1952
74,"CRAVENS, William Ben",1872,Representative,Democrat,AR,1939
74,"CRAWFORD, Fred Lewis",1888,Representative,Republican,MI,1957
74,"CREAL, Edward Wester",1883,Representative,Democrat,KY,1943
74,"CROSBY, Charles Noel",1876,Representative,Democrat,PA,1951
74,"CROSS, Oliver Harlan",1868,Representative,Democrat,TX,1960
74,"CROSSER, Robert",1874,Representative,Democrat,OH,1957
74,"CROWE, Eugene Burgess",1878,Representative,Democrat,IN,1970
74,"CROWTHER, Frank",1870,Representative,Republican,NY,1955
74,"CULKIN, Francis Dugan",1874,Representative,Republican,NY,1943
74,"CULLEN, Thomas Henry",1868,Representative,Democrat,NY,1944
74,"CUMMINGS, Fred Nelson",1864,Representative,Democrat,CO,1952
74,"CURLEY, Edward Walter",1873,Representative,Democrat,NY,1940
74,"CUTTING, Bronson Murray",1888,Senator,Republican,NM,1935
74,"DALY, John Burrwood",1872,Representative,Democrat,PA,1939
74,"DARDEN, Colgate Whitehead, Jr.",1897,Representative,Democrat,VA,1981
74,"DARROW, George Potter",1859,Representative,Republican,PA,1943
74,"DAVIS, James John",1873,Senator,Republican,PA,1947
74,"DE ROUEN, René Louis",1874,Representative,Democrat,LA,1942
74,"DEAR, Cleveland",1888,Representative,Democrat,LA,1950
74,"DEEN, Braswell Drue",1893,Representative,Democrat,GA,1981
74,"DELANEY, John Joseph",1878,Representative,Democrat,NY,1948
74,"DELGADO, Francisco A.",1886,Resident Commissioner,Nationalist,PI,1964
74,"DEMPSEY, John Joseph",1879,Representative,Democrat,NM,1958
74,"DICKINSON, Lester Jesse",1873,Senator,Republican,IA,1968
74,"DICKSTEIN, Samuel",1885,Representative,Democrat,NY,1954
74,"DIES, Martin, Jr.",1900,Representative,Democrat,TX,1972
74,"DIETERICH, William Henry",1876,Senator,Democrat,IL,1940
74,"DIETRICH, Charles Elmer",1889,Representative,Democrat,PA,1942
74,"DIMOND, Anthony Joseph",1881,Delegate,Democrat,AK,1953
74,"DINGELL, John David",1894,Representative,Democrat,MI,1955
74,"DIRKSEN, Everett McKinley",1896,Representative,Republican,IL,1969
74,"DISNEY, Wesley Ernest",1883,Representative,Democrat,OK,1961
74,"DITTER, John William",1888,Representative,Republican,PA,1943
74,"DOBBINS, Donald Claude",1878,Representative,Democrat,IL,1943
74,"DOCKWEILER, John Francis",1895,Representative,Democrat,CA,1943
74,"DONAHEY, Alvin Victor",1873,Senator,Democrat,OH,1946
74,"DONDERO, George Anthony",1883,Representative,Republican,MI,1968
74,"DORSEY, Frank Joseph Gerard",1891,Representative,Democrat,PA,1949
74,"DOUGHTON, Robert Lee",1863,Representative,Democrat,NC,1954
74,"DOUTRICH, Isaac Hoffer",1871,Representative,Republican,PA,1941
74,"DOXEY, Wall",1892,Representative,Democrat,MS,1962
74,"DREWRY, Patrick Henry",1875,Representative,Democrat,VA,1947
74,"DRISCOLL, Denis Joseph",1871,Representative,Democrat,PA,1958
74,"DRIVER, William Joshua",1873,Representative,Democrat,AR,1948
74,"DUFFEY, Warren Joseph",1886,Representative,Democrat,OH,1936
74,"DUFFY, Francis Ryan",1888,Senator,Democrat,WI,1979
74,"DUFFY, James Patrick Bernard",1878,Representative,Democrat,NY,1969
74,"DUNCAN, Richard Meloan",1889,Representative,Democrat,MO,1974
74,"DUNN, Aubert Culberson",1896,Representative,Democrat,MS,1987
74,"DUNN, Matthew Anthony",1886,Representative,Democrat,PA,1942
74,"EAGLE, Joe Henry",1870,Representative,Democrat,TX,1963
74,"EARHART, Daniel Scofield",1907,Representative,Democrat,OH,1976
74,"EATON, Charles Aubrey",1868,Representative,Republican,NJ,1953
74,"ECKERT, Charles Richard",1868,Representative,Democrat,PA,1959
74,"EDMISTON, Andrew",1892,Representative,Democrat,WV,1966
74,"EICHER, Edward Clayton",1878,Representative,Democrat,IA,1944
74,"EKWALL, William Alexander",1887,Representative,Republican,OR,1956
74,"ELLENBOGEN, Henry",1900,Representative,Democrat,PA,1985
74,"ENGEL, Albert Joseph",1888,Representative,Republican,MI,1959
74,"ENGLEBRIGHT, Harry Lane",1884,Representative,Republican,CA,1943
74,"EVANS, Marcellus Hugh",1884,Representative,Democrat,NY,1953
74,"FADDIS, Charles Isiah",1890,Representative,Democrat,PA,1972
74,"FARLEY, James Indus",1871,Representative,Democrat,IN,1948
74,"FENERTY, Clare Gerald",1895,Representative,Republican,PA,1952
74,"FERGUSON, Phillip Colgan",1903,Representative,Democrat,OK,1978
74,"FERNÁNDEZ, Joachim Octave",1896,Representative,Democrat,LA,1978
74,"FIESINGER, William Louis",1877,Representative,Democrat,OH,1953
74,"FISH, Hamilton",1888,Representative,Republican,NY,1991
74,"FITZPATRICK, James Martin",1869,Representative,Democrat,NY,1949
74,"FLANNAGAN, John William, Jr.",1885,Representative,Democrat,VA,1955
74,"FLETCHER, Duncan Upshaw",1859,Senator,Democrat,FL,1936
74,"FLETCHER, Thomas Brooks",1879,Representative,Democrat,OH,1945
74,"FOCHT, Benjamin Kurtz",1863,Representative,Republican,PA,1937
74,"FORD, Aaron Lane",1903,Representative,Democrat,MS,1983
74,"FORD, Thomas Francis",1873,Representative,Democrat,CA,1958
74,"FRAZIER, Lynn Joseph",1874,Senator,Republican,ND,1947
74,"FREY, Oliver Walter",1887,Representative,Democrat,PA,1939
74,"FULLER, Claude Albert",1876,Representative,Democrat,AR,1968
74,"FULMER, Hampton Pitts",1875,Representative,Democrat,SC,1944
74,"GAMBRILL, Stephen Warfield",1873,Representative,Democrat,MD,1938
74,"GASQUE, Allard Henry",1873,Representative,Democrat,SC,1938
74,"GASSAWAY, Percy Lee",1885,Representative,Democrat,OK,1937
74,"GAVAGAN, Joseph Andrew",1892,Representative,Democrat,NY,1968
74,"GEARHART, Bertrand Wesley",1890,Representative,Republican,CA,1955
74,"GEHRMANN, Bernard John",1880,Representative,Progressive,WI,1958
74,"GEORGE, Walter Franklin",1878,Senator,Democrat,GA,1957
74,"GERRY, Peter Goelet",1879,Senator,Democrat,RI,1957
74,"GIBSON, Ernest Willard",1872,Senator,Republican,VT,1940
74,"GIFFORD, Charles Laceille",1871,Representative,Republican,MA,1947
74,"GILCHRIST, Fred Cramer",1868,Representative,Republican,IA,1950
74,"GILDEA, James Hilary",1890,Representative,Democrat,PA,1988
74,"GILLETTE, Guy Mark",1879,Representative,Democrat,LA,1973
74,"GINGERY, Don",1884,Representative,Democrat,PA,1961
74,"GLASS, Carter",1858,Senator,Democrat,VA,1946
74,"GOLDSBOROUGH, Thomas Alan",1877,Representative,Democrat,MD,1951
74,"GOODWIN, Philip Arnold",1882,Representative,Republican,NY,1937
74,"GORE, Thomas Pryor",1870,Senator,Democrat,OK,1949
74,"GRANFIELD, William Joseph",1889,Representative,Democrat,MA,1959
74,"GRAY, Finly Hutchinson",1863,Representative,Democrat,IN,1947
74,"GRAY, Joseph Anthony",1884,Representative,Democrat,PA,1966
74,"GREEN, Robert Alexis (Lex)",1892,Representative,Democrat,FL,1973
74,"GREENWAY, Isabella Selmes",1886,Representative,Democrat,AZ,1953
74,"GREENWOOD, Arthur Herbert",1880,Representative,Democrat,IN,1963
74,"GREEVER, Paul Ranous",1891,Representative,Democrat,WY,1943
74,"GREGORY, William Voris",1877,Representative,Democrat,KY,1936
74,"GRIFFIN, Anthony Jerome",1866,Representative,Democrat,NY,1935
74,"GRISWOLD, Glenn Hasenfratz",1890,Representative,Democrat,IN,1940
